Ref#,Prefix,Property Name,Status,Request Type,Restricted Address,Acreage of Property,Area of Significance,Category of Property,State,City ,County,Street & Number,External Link,Listed Date,NHL Designated Date,Other Names,Park Name,Property ID
72000194,,Fort Bowie National Historic Site,Listed,Single,FALSE,1000, NATIVE AMERICAN; MILITARY; ARCHITECTURE,DISTRICT,ARIZONA,Bowie,Cochise,12 mi. S of Bowie,https://catalog.archives.gov/id/75609680,07/29/1972,12/19/1960,,Fort Bowie,72000194
74000443,,Fort Huachuca,Listed,Single,FALSE,110, MILITARY; EXPLORATION/SETTLEMENT,DISTRICT,ARIZONA,Sierra Vista,Cochise,3.6 mi. W of Sierra Vista,https://catalog.archives.gov/id/75609672,11/20/1974,05/11/1976, Old Post Area,,74000443
66000183,,Gatlin Site,Listed,Single,TRUE,190, PREHISTORIC,SITE,ARIZONA,Gila Bend,Maricopa,Address Restricted,,10/15/1966,07/19/1964, Arizona Z:2:1;Arizona State Museum Site Number Z:2:1,,66000183
82001721,,Grand Canyon Lodge,Listed,Single,FALSE,45, ENTERTAINMENT/RECREATION; POLITICS/GOVERNMENT; ARCHITECTURE,DISTRICT,ARIZONA,Grand Canyon National Park,Coconino,North Rim on Bright Angel Point,https://catalog.archives.gov/id/75609759,09/02/1982,05/28/1987, Grand Canyon Lodge Historic District,Grand Canyon,82001721
87001412,,Grand Canyon Park Operations Building,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,ARIZONA,Grand Canyon National Park,Coconino,Off West Rim Dr.,https://catalog.archives.gov/id/75609513,05/28/1987,05/28/1987, Grand Canyon Ranger Office;See Also:Grand Canyon Village His,Grand Canyon,87001412
87001411,,Grand Canyon Power House,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,ARIZONA,Grand Canyon National Park,Coconino,Off West Rim Dr.,https://catalog.archives.gov/id/75609515,05/28/1987,05/28/1987, See Also:Grand Canyon Village Historic District,Grand Canyon,87001411
74000337,,Grand Canyon Railroad Station,Listed,Single,FALSE,0, TRANSPORTATION; ENTERTAINMENT/RECREATION; ARCHITECTURE,BUILDING,ARIZONA,Grand Canyon,Coconino,Grand Canyon National Park Rte. 8A,https://catalog.archives.gov/id/75609806,09/06/1974,05/28/1987, Grand Canyon Depot,Grand Canyon,74000337
75000343,,Grand Canyon Village Historic District,Listed,Single,FALSE,73.1, EXPLORATION/SETTLEMENT; ARCHITECTURE; POLITICS/GOVERNMENT; COMMERCE; TRANSPORTATION; CONSERVATION,DISTRICT,ARIZONA,Grand Canyon,Coconino,AZ 64,https://catalog.archives.gov/id/75609733,11/20/1975,02/18/1997, Grand Canyon Village;See Also:74000334;74000336;74000337;750,Grand Canyon,75000343
95001226,,Grand Canyon Village Historic District (Boundary Increase),Listed,Single,FALSE,52, COMMUNITY PLANNING AND DEVELOPMENT; POLITICS/GOVERNMENT; ARCHITECTURE; LANDSCAPE ARCHITECTURE; OTHER,DISTRICT,ARIZONA,Grand Canyon,Coconino,Grand Canyon National Park,https://catalog.archives.gov/id/75609525,10/24/1995,02/18/1997, Grand Canyon Village;See Also:Grand Canyon Village Historic,Grand Canyon,95001226
71000119,,Guevavi Mission Ruins,Listed,Single,FALSE,7.8, HISTORIC - ABORIGINAL; NATIVE AMERICAN; HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT; HISPANIC; RELIGION,SITE,ARIZONA,Nogales,Santa Cruz,6 mi. N of U.S.-Mexican border,https://catalog.archives.gov/id/75610627,11/05/1971,06/21/1990, San Gabriel de Guevavi;Los Santos Angeles de Guevavi;Mission,,71000119
66000184,,Hohokam-Pima Irrigation Sites,Listed,Single,TRUE,0, PREHISTORIC,SITE,ARIZONA,Phoenix,Maricopa,Address Restricted,,10/15/1966,05/23/1963,,,66000184
66000167,,Hubbell Trading Post National Historic Site,Listed,Single,FALSE,160.1, COMMERCE; NATIVE AMERICAN; EXPLORATION/SETTLEMENT; ARCHITECTURE,DISTRICT,ARIZONA,Ganado,Apache,W side of Ganado,https://catalog.archives.gov/id/75609494,10/15/1966,12/12/1960,,Hubbell Trading Post,66000167
66000196,,Jerome Historic District,Listed,Single,FALSE,750, INDUSTRY,DISTRICT,ARIZONA,Jerome,Yavapai,Jerome,https://catalog.archives.gov/id/75609560,11/13/1966,11/13/1966,,,66000196
66000180,,Kinishba Ruins,Listed,Single,TRUE,40, PREHISTORIC; ARCHITECTURE,DISTRICT,ARIZONA,Whiteriver,Gila,Address Restricted,,10/15/1966,07/19/1964,,,66000180
100006279,NL,Klagetoh (Leegito) Chapter House,Listed,NHL,FALSE,0.4, NATIVE AMERICAN; POLITICS/GOVERNMENT,building,ARIZONA,Klagetoh,Apache,"US 191, approx. milepost 397 (west side)",,,01/13/2021,,,100006279
100006280,SG,Klagetoh (Leegito) Chapter House,Listed,Single,FALSE,0.4, NATIVE AMERICAN; POLITICS/GOVERNMENT,building,ARIZONA,Klagetoh,Apache,"US 191, approx. milepost 397 (west side)",,,01/13/2021,,,100006279
67000002,,Lehner Mammoth-Kill Site,Listed,Single,TRUE,485, PREHISTORIC,SITE,ARIZONA,Hereford,Cochise,Address Restricted,,05/28/1967,05/28/1967,,,67000002
66000172,,Lowell Observatory,Listed,Multiple,FALSE,4, SCIENCE,BUILDING,ARIZONA,Flagstaff,Coconino,1 mi. W of Flagstaff on Mars Hill,https://catalog.archives.gov/id/75609527,10/15/1966,12/21/1965,,,66000172
87001436,,"Mary Jane Colter Buildings (Hopi House, The Lookout, Hermit's Rest, and the Desert View Watchtower)",Listed,Single,FALSE,2, ARCHITECTURE; ENTERTAINMENT/RECREATION,DISTRICT,ARIZONA,Grand Canyon National Park,Coconino,Several locations along the South Rim,https://catalog.archives.gov/id/75609521,05/28/1987,05/28/1987, See Also:Hermit's Rest;Grand Canyon Village Historic Distric,Grand Canyon,87001436
66000173,,"Merriam, C. Hart, Base Camp Site",Listed,Single,FALSE,2.5, SCIENCE,SITE,ARIZONA,Flagstaff,Coconino,20 mi. NW of Flagstaff in Coconino National Forest,https://catalog.archives.gov/id/75609529,10/15/1966,12/21/1965,,,66000173
12001019,,Murray Springs Clovis Site,Listed,Single,FALSE,,,SITE,ARIZONA,Sierra Vista,Cochise,"T.21 S., R.21 E.; Sec. 26 (portion) East of Moson Rd.",,10/16/2012,10/16/2012,,,12001019
04001155,,Navajo Nation Council Chamber,Listed,Single,FALSE,1.6, NATIVE AMERICAN; POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,ARIZONA,Window Rock,Apache,W008-013 Circle Boulevard,https://catalog.archives.gov/id/75609498,08/18/2004,08/18/2004, Council House; Central Agency House,,04001155
66000188,,Old Oraibi,Listed,Single,FALSE,800, PREHISTORIC; HISTORIC - ABORIGINAL,DISTRICT,ARIZONA,Oraibi,Navajo,Hopi Indian Reservation,https://catalog.archives.gov/id/75609543,10/15/1966,07/19/1964,,,66000188
100000838,NL,Painted Desert Community Complex Historic District,Listed,NHL,FALSE,24, COMMUNITY PLANNING AND DEVELOPMENT; ARCHITECTURE,district,ARIZONA,Petrified Forest National Park,Apache,One Park Rd.,,,12/23/2016,,,05000284
87001421,,Painted Desert Inn,Listed,Single,FALSE,9.9, ART; ARCHITECTURE; SOCIAL HISTORY,BUILDING,ARIZONA,Petrified Forest National Park,Apache,Off US 40,https://catalog.archives.gov/id/75609545,05/28/1987,05/28/1987,,Petrified Forest,87001421
71000109,,Phelps Dodge General Office Building,Listed,Single,FALSE,0.9, INDUSTRY,BUILDING,ARIZONA,Bisbee,Cochise,"Copper Queen Plaza, intersection of Main St. and Brewery Gulch",https://catalog.archives.gov/id/75609660,06/03/1971,05/04/1983,,,71000109
66000182,,Point of Pines,Listed,Single,TRUE,0, PREHISTORIC,SITE,ARIZONA,Morenci,Graham,Address Restricted,,10/15/1966,07/19/1964, Point of Pines Site,,66000182
12001010,,"Poston Elementary School, Unit 1, Colorado River Relocation Center",Listed,Single,FALSE,,,BUILDING,ARIZONA,Parker,La Paz,Poston Rd. .4 mi. west of Mohave Rd.,,10/16/2012,10/16/2012,,,12001010
66000185,,Pueblo Grande Ruin,Listed,Single,FALSE,169, PREHISTORIC; HISTORIC - ABORIGINAL; AGRICULTURE; CONSERVATION,DISTRICT,ARIZONA,Phoenix,Maricopa,4619 E. Washington Ave.,https://catalog.archives.gov/id/75609536,10/15/1966,07/19/1965, Arizona State Museum site nos.:U:9:1;U:9:2;U:9:27;U:9:28,,66000185
09000082,,"Sage Memorial Hospital School of Nursing, Ganado Mission",Listed,Single,FALSE,160, EDUCATION; HEALTH/MEDICINE; NATIVE AMERICAN,DISTRICT,ARIZONA,Ganado,Apache,"Jct. AZ 264 and 291, Navajo Reservation",https://catalog.archives.gov/id/75609496,01/16/2009,01/16/2009,,,09000082
66000170,,San Bernardino Ranch,Listed,Single,FALSE,2000, MILITARY; TRANSPORTATION; EXPLORATION/SETTLEMENT; ARCHITECTURE,DISTRICT,ARIZONA,Douglas,Cochise,17 mi. E of Douglas on the international boundary,https://catalog.archives.gov/id/75609503,10/15/1966,07/19/1964, John Slaughter Ranch,,66000170
66000191,,San Xavier del Bac,Listed,Single,FALSE,14, EXPLORATION/SETTLEMENT; ARCHITECTURE; RELIGION,BUILDING,ARIZONA,Tucson,Pima,9 mi. S of Tucson via Mission Rd.,https://catalog.archives.gov/id/75609548,10/15/1966,10/09/1960, San Xavier del Bac Mission,,66000191
66000181,,Sierra Bonita Ranch,Listed,Single,FALSE,320, AGRICULTURE,BUILDING,ARIZONA,Bonita,Graham,SW of Bonita,https://catalog.archives.gov/id/75609532,10/15/1966,07/19/1964, The Hooker Ranch,,66000181
74000457,,Taliesin West,Listed,Single,FALSE,620, ARCHITECTURE,BUILDING,ARIZONA,Scottsdale,Maricopa,N of jct. of Shea Blvd. and 108th St.,https://catalog.archives.gov/id/75610065,02/12/1974,05/20/1982, Taliesin in the Desert;Taliesin on the Maricopa Mesa,,74000457
66000171,,Tombstone Historic District,Listed,Single,FALSE,42, INDUSTRY; POLITICS/GOVERNMENT; SOCIAL HISTORY,DISTRICT,ARIZONA,Tombstone,Cochise,U.S. 80,https://catalog.archives.gov/id/75609509,10/15/1966,07/04/1961, See Also:St. Paul`s Episcopal Church;Tombstone City Hall,,66000171
87001437,,Tumacacori Museum,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,ARIZONA,Tumacacori,Santa Cruz,Tumacacori National Monument,https://catalog.archives.gov/id/75609556,05/28/1987,05/28/1987, See Also:Tumacacori National Monument,Tumacacori,87001437
66000189,,Ventana Cave,Listed,Single,TRUE,8.3, PREHISTORIC; HISTORIC - ABORIGINAL,SITE,ARIZONA,Santa Rosa,Pima,Address Restricted,,10/15/1966,01/20/1961, Arizona State Museum Survey Ariz Z:12:5,,66000189
66000177,,Winona,Listed,Single,TRUE,140, PREHISTORIC,DISTRICT,ARIZONA,Winona,Coconino,Address Restricted,,10/15/1966,07/19/1964, Winona Village,,66000177
66000197,,Yuma Crossing and Associated Sites,Listed,Single,FALSE,149, TRANSPORTATION; EXPLORATION/SETTLEMENT,DISTRICT,ARIZONA,Yuma,Yuma,Banks of the Colorado River,https://catalog.archives.gov/id/75609562,11/13/1966,11/13/1966,,,66000197
66000198,,Arkansas Post National Memorial,Listed,Single,FALSE,389.2, MILITARY; EUROPEAN; EXPLORATION/SETTLEMENT; POLITICS/GOVERNMENT,DISTRICT,ARKANSAS,Gillett,Arkansas,8 mi. SE of Gillett on AR 1 and 169,,10/15/1966,10/09/1960,,Arkansas Post,66000198
01000072,,"Bates, Daisy, House",Listed,Single,FALSE,,,BUILDING,ARKANSAS,Little Rock,Pulaski,1207 West 28th St.,,01/03/2001,01/03/2001,,,01000072
74000275,,Bathhouse Row,Listed,Single,FALSE,6, HEALTH/MEDICINE; ARCHITECTURE,DISTRICT,ARKANSAS,Hot Springs,Garland,"Central Ave. between Reserve and Fountain Sts., in Hot Springs National Park",,11/13/1974,05/28/1987,,Hot Springs,74000275
03001044,,Centennial Baptist Church,Listed,Single,FALSE,0.9, RELIGION; ARCHITECTURE; BLACK,BUILDING,ARKANSAS,Helena,Phillips,York and Columbia Streets,,07/31/2003,07/31/2003,,,03001044
72000203,,Confederate State Capitol,Listed,Single,FALSE,0.9, ARCHITECTURE; POLITICS/GOVERNMENT,BUILDING,ARKANSAS,Washington,Hempstead,Main St.,,05/19/1972,04/19/1994, The Hempstead County Courthouse,,72000203
91001048,,Eaker Site,Listed,Single,TRUE,80, PREHISTORIC; NATIVE AMERICAN,SITE,ARKANSAS,Blytheville,Mississippi,Address Restricted,,11/25/1992,06/11/1996, 3MS105,,91001048
94001182,,Elkins' Ferry,Listed,Single,FALSE,575, MILITARY,SITE,ARKANSAS,Prescott,Nevada,"Both banks of the Little Missouri R., about 10 mi. N of Prescott",,04/19/1994,04/19/1994, Battle of Elkins' Ferry,,94001182
94001183,,Fort Lookout,Listed,Single,FALSE,7, MILITARY,SITE,ARKANSAS,Camden,Ouachita,"S bank of the Ouachita R., about 1.0 mi. W of US 79",,04/19/1994,04/19/1994, Redoubt A;OU0032;Camden Expedition Sites,,94001183
66000202,,Fort Smith National Historic Site,Listed,Single,FALSE,19.3, MILITARY; LAW,DISTRICT,ARKANSAS,Fort Smith,Sebastian,301 Parker Ave.,,10/15/1966,12/19/1960, Fort Smith National Historic Landmark,Fort Smith,66000202
94001184,,Fort Southerland,Listed,Single,FALSE,6, MILITARY,SITE,ARKANSAS,Camden,Ouachita,"Roughly bounded by: Lear Ave., Bradley Ferry Rd., and Progress St.",,04/19/1994,04/19/1994, Redoubt E;OU0049;Camden Expedition Sites,,94001184
70000120,,Jenkins' Ferry Battleground,Listed,Single,FALSE,1900, MILITARY,SITE,ARKANSAS,Leola,Grant,NE of Leola on AR 46,,01/21/1970,04/19/1994, Battle of Jenkins' Ferry;GR0016,,70000120
77000268,,Little Rock Central High School,Listed,Single,FALSE,5, BLACK; EDUCATION; LAW; POLITICS/GOVERNMENT; SOCIAL HISTORY,BUILDING,ARKANSAS,Little Rock,Pulaski,14th and Park Sts.,,08/19/1977,05/20/1982, Little Rock High School,,77000268
72000206,,Louisiana Purchase Survey Marker,Listed,Single,FALSE,0.9, EXPLORATION/SETTLEMENT,SITE,ARKANSAS,Blackton,Lee,SE of Blackton at corner of Monroe and Phillips counties,,02/23/1972,04/19/1993, Beginning Point of the Louisiana Purchase Survey;Louisiana P,,72000206
70000119,,Marks' Mills Battlefield Park,Listed,Single,FALSE,1742, MILITARY,SITE,ARKANSAS,Fordyce,Cleveland,Jct. of AR 8 and AR 97,,01/21/1970,04/19/1994, CV0001,,70000119
85003542,,Menard-Hodges Mounds (3AR4),Listed,Single,TRUE,35, PREHISTORIC; HISTORIC - ABORIGINAL; HISTORIC - NON-ABORIGINAL; EXPLORATION/SETTLEMENT,SITE,ARKANSAS,Nady,Arkansas,Address Restricted,,10/31/1985,04/11/1989, 3AR4,,85003542
66000201,,Nodena Site,Listed,Single,TRUE,305, PREHISTORIC,SITE,ARKANSAS,Wilson,Mississippi,Address Restricted,,10/15/1966,07/19/1964, Upper Nodena;Middle Nodena,,66000201
69000037,,Old State House,Listed,Single,FALSE,1.5, POLITICS/GOVERNMENT; ARCHITECTURE,BUILDING,ARKANSAS,Little Rock,Pulaski,300 W. Markham St.,,12/03/1969,12/09/1997,,,69000037
66000200,,Parkin Indian Mound,Listed,Single,TRUE,27, PREHISTORIC; HISTORIC - ABORIGINAL,SITE,ARKANSAS,Parkin,Cross,Address Restricted,,10/15/1966,07/19/1964, Stanley Mound Group 3CS29,,66000200
73000382,AD,Plum Bayou Mounds Archeological State Park,Listed,Add.Doc.,TRUE,170, PREHISTORIC,site,ARKANSAS,Scott,Lonoke,Address Restricted,,01/12/1973,06/16/1978, Knapp Mounds;Toltec Mounds Site,,73000382
69000036,,Poison Spring State Park,Listed,Single,FALSE,1120, MILITARY,SITE,ARKANSAS,Chidester,Ouachita,NW of Camden,,12/03/1969,04/19/1994, Battle of the Poison Spring,,69000036
74000481,,Prairie De Ann Battlefield,Listed,Single,FALSE,5760, MILITARY,SITE,ARKANSAS,Prescott,Nevada,N and S of Hwy. 24 and SW of Prescott,,03/22/1974,04/19/1994, NE0037,,74000481
75000411,,"Robinson, Joseph Taylor, House",Listed,Single,FALSE,0.9, POLITICS/GOVERNMENT,BUILDING,ARKANSAS,Little Rock,Pulaski,2122 Broadway,,08/28/1975,10/12/1994, Foster-Robinson House;See Also:Governor's Mansion Historic D,,75000411
92001882,,Rohwer Relocation Center Memorial Cemetery,Listed,Single,FALSE,0.9, ASIAN; SOCIAL HISTORY,DISTRICT,ARKANSAS,Rohwer,Desha,AR 1,,07/06/1992,07/06/1992, Nisei Camp Cemetery;See Also:Rohwer Relocation Center,,92001882
70000127,,U.S. Arsenal Building,Listed,Single,FALSE,0.9, MILITARY,BUILDING,ARKANSAS,Little Rock,Pulaski,"MacArthur Park, 9th and Commerce Sts.",,07/28/1970,04/19/1995, See Also:MacArthur Park Historic District,,70000127
89001429,,USS HOGA YT-146 (formerly CITY OF OAKLAND),Listed,Single,FALSE,0.1, MILITARY; MARITIME HISTORY,STRUCTURE,ARKANSAS,North Little Rock (formerly Oakland),Pulaski,120 River Park Drive,,06/30/1989,06/30/1989, HOGA (YT-146); CITY OF OAKLAND,,89001429
14000782,,"""Big Four"" House",Listed,Single,FALSE,,,BUILDING,CALIFORNIA,Sacramento,Sacramento,220-226 K St.,https://catalog.archives.gov/id/123857994,10/15/1966,07/07/1961,,,14000782
66000204,,"Abbey, The-Joaquin Miller House",Listed,Single,FALSE,14, LITERATURE,BUILDING,CALIFORNIA,Oakland,Alameda,Joaquin Miller Rd. and Sanborn Dr.,https://catalog.archives.gov/id/123857885,10/15/1966,12/29/1962, Joaquin Miller Home,,66000204
77000149,,Ahwahnee Hotel,Listed,Single,FALSE,35, ARCHITECTURE,BUILDING,CALIFORNIA,Yosemite National Park,Mariposa,Yosemite Valley,https://catalog.archives.gov/id/123859726,02/15/1977,05/28/1987,,Yosemite,77000149
76000209,,Alcatraz,Listed,Single,FALSE,47, COMMERCE; MILITARY; ENGINEERING; SOCIAL HISTORY,DISTRICT,CALIFORNIA,San Francisco,San Francisco,"Alcatraz Island, San Francisco Bay",https://catalog.archives.gov/id/123861025,06/23/1976,01/17/1986," Alcatraz Island National Historic Landmark;Pacific Branch, U",Golden Gate,76000209
75000179,,ALMA (Scow Schooner),Listed,Single,FALSE,0.1, COMMERCE; TRANSPORTATION; ARCHITECTURE,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,2905 Hyde St. (Hyde St. Pier),https://catalog.archives.gov/id/123861027,10/10/1975,06/07/1988,,Golden Gate,75000179
71000164,,"Angel Island, U.S. Immigration Station",Listed,Single,FALSE,731.8, MILITARY; PREHISTORIC; SOCIAL HISTORY; ARCHITECTURE,DISTRICT,CALIFORNIA,Tiburon,Marin,SE of Tiburon in San Francisco Bay,https://catalog.archives.gov/id/123859654,10/14/1971,12/09/1997,,,71000164
92001875,,Angelus Temple,Listed,Single,FALSE,0.9, RELIGION; SOCIAL HISTORY,BUILDING,CALIFORNIA,Los Angeles,Los Angeles,1100 Glendale Blvd.,https://catalog.archives.gov/id/123857916,04/27/1992,04/27/1992,,,92001875
70000140,,Anza House,Listed,Single,FALSE,0.9, ARCHITECTURE,BUILDING,CALIFORNIA,San Juan Bautista,San Benito,3rd and Franklin Sts.,https://catalog.archives.gov/id/123858008,04/15/1970,04/15/1970,,,70000140
84001183,,Aquatic Park Historic District,Listed,Single,FALSE,1, COMMUNITY PLANNING AND DEVELOPMENT; ART; MILITARY; ARCHITECTURE,DISTRICT,CALIFORNIA,San Francisco,San Francisco,"Bounded by Van Ness Ave., Hyde and Polk Sts.",https://catalog.archives.gov/id/123858050,01/26/1984,05/28/1987, Aquatic Park,Golden Gate,84001183
87000823,,Asilomar Conference Grounds,Listed,Single,FALSE,9, ENTERTAINMENT/RECREATION,DISTRICT,CALIFORNIA,Pacific Grove,Monterey,Asilomar Blvd.,https://catalog.archives.gov/id/123857970,02/27/1987,02/27/1987,,,87000823
87000823,AD,Asilomar Conference Grounds,Returned,Add.Doc.,FALSE,9, ENTERTAINMENT/RECREATION,DISTRICT,CALIFORNIA,Pacific Grove,Monterey,Asilomar Blvd.,https://catalog.archives.gov/id/123857970,02/27/1987,02/27/1987,,,87000823
100008261,SG,Asilomar Conference Grounds Warnecke Historic District,Listed,Single,FALSE,59.6, ARCHITECTURE; LANDSCAPE ARCHITECTURE,district,CALIFORNIA,Pacific Grove,Monterey,800 Asilomar Blvd.,https://catalog.archives.gov/id/123857970,10/11/2022,02/27/1987,,,100008261
77000331,,Balboa Park,Listed,Single,FALSE,0, LANDSCAPE ARCHITECTURE; ARCHITECTURE,DISTRICT,CALIFORNIA,San Diego,San Diego,CA Quadrangle 41,https://catalog.archives.gov/id/123858016,12/22/1977,12/22/1977,,,77000331
76000178,,BALCLUTHA,Listed,Single,FALSE,0.3, COMMERCE; TRANSPORTATION,STRUCTURE,CALIFORNIA,San Francisco,San Francisco,Pier 41 East,https://catalog.archives.gov/id/123861041,11/07/1976,02/04/1985, STAR OF ALASKA;PACIFIC QUEEN;Sailing Ship BALCLUTHA,Golden Gate,76000178
93000269,,Baldwin Hills Village,Listed,Single,FALSE,64, LANDSCAPE ARCHITECTURE; COMMUNITY PLANNING AND DEVELOPMENT; SOCIAL HISTORY; ARCHITECTURE,DISTRICT,CALIFORNIA,Los Angeles,Los Angeles,5300 Village Green,https://catalog.archives.gov/id/123857918,04/01/1993,01/30/2001, The Village Green,,93000269
66000227,,"Bancroft, Hubert H., Ranchhouse",Listed,Single,FALSE,1, LITERATURE,BUILDING,CALIFORNIA,Spring Valley,San Diego,Bancroft Dr. off CA 94,https://catalog.archives.gov/id/123858018,10/15/1966,12/29/1962,,,66000227
78000754,,Bank of Italy,Listed,Single,FALSE,0.9, COMMERCE,BUILDING,CALIFORNIA,San Francisco,San Francisco,552 Montgomery St.,https://catalog.archives.gov/id/123858054,06/02/1978,06/16/1978, Clay-Montgomery Building,,78000754
71000143,,"Barnsdall, Aline, Complex",Listed,Single,FALSE,11, LANDSCAPE ARCHITECTURE; ARCHITECTURE,building,CALIFORNIA,Los Angeles,Los Angeles,4800 Hollywood Blvd.,https://catalog.archives.gov/id/123858945,05/06/1971,03/29/2007," Barnsdall,Aline House, Olive Hill; Barnsdall Park",,71000143
90002220,,BERKELEY,Listed,Single,FALSE,0.9, MARITIME HISTORY; TRANSPORTATION; ARCHITECTURE; ENGINEERING,STRUCTURE,CALIFORNIA,San Diego,San Diego,B St. Pier,https://catalog.archives.gov/id/123858020,12/14/1990,12/14/1990, Ferry BERKELEY,,90002220
66000213,,Bodie Historic District,Listed,Single,FALSE,500, INDUSTRY; EXPLORATION/SETTLEMENT,DISTRICT,CALIFORNIA,Bridgeport,Mono,"7 mi. S of Bridgeport on U.S. 395, then 12 mi. E on secondary rd.",,10/15/1966,07/04/1961,,,66000213
91001424,,Borax Lake-Hodges Archeological Site,Listed,Single,TRUE,26.2, PREHISTORIC,SITE,CALIFORNIA,Clearlake,Lake,Address Restricted,,10/03/1991,09/20/2006, CA-LAK-36;Borax Lake Site,,91001424
71000144,,Bradbury Building,Listed,Single,FALSE,0.6, ARCHITECTURE,BUILDING,CALIFORNIA,Los Angeles,Los Angeles,304 S. Broadway,https://catalog.archives.gov/id/123858975,07/14/1971,05/05/1977,,,71000144
66000241,,"Burbank, Luther, House and Garden",Listed,Single,FALSE,0.5, AGRICULTURE,BUILDING,CALIFORNIA,Santa Rosa,Sonoma,200 Santa Rosa Ave.,https://catalog.archives.gov/id/123862044,10/15/1966,06/19/1964,,,66000241
66000229,AD,C.A. THAYER (Additional Documentation),Listed,Add.Doc.,FALSE,0.9, INDUSTRY; COMMERCE; ARCHITECTURE,structure,CALIFORNIA,San Francisco,San Francisco,San Francisco Maritime National Historical Park/Hyde Street Pier,https://catalog.archives.gov/id/123861065,11/13/1966,11/13/1966, C.A. THAYER (Lumber Schooner),Golden Gate,66000229
